ref_sample,ref_time,dp_group,top1_group,top1_clip,top1_source_time,top1_score,top2_group,top2_clip,top2_source_time,top2_score,top3_group,top3_clip,top3_source_time,top3_score,top4_group,top4_clip,top4_source_time,top4_score,top5_group,top5_clip,top5_source_time,top5_score,score_YOSHINO,score_SAKURI,score_TSUKUYOMI,score_MOMIJI,score_SETSUKA,score_MAGIC
46,11.502091407775879,PRE,TSUKUYOMI,Create one continuous 4-second cinematic transition using th (1).mp4,2.25,0.392816424369812,MOMIJI,Merge the two separate smoke bursts into one single continuo.mp4,1.25,0.36744019389152527,TSUKUYOMI,Create one continuous 4-second cinematic transition using th (1).mp4,1.75,0.3664688766002655,MOMIJI,"Repair only the smoking gesture. At the anchor frame, move t.mp4",1.25,0.36215415596961975,MOMIJI,C2 _ one continuous four-second intimate take from the exact.mp4,2.0,0.34361791610717773,0.26526427268981934,0.27638036012649536,0.392816424369812,0.36744019389152527,0.262087881565094,0.33730989694595337
47,11.752137184143066,PRE,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,2.75,0.019394777715206146,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,3.0,0.016137434169650078,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,2.5,0.01613743044435978,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,2.0,0.01317615807056427,YOSHINO,Direct continuation from the supplied last frame_ Same Yoshi.mp4,2.25,0.01317615807056427,0.019394777715206146,0.01317615807056427,0.0,0.0,0.007607258856296539,0.0053791445679962635
48,12.002182006835938,PRE,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.0,0.44007474184036255,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.25,0.4216715395450592,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4186478853225708,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.4169008433818817,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.5,0.4110007882118225,0.30496928095817566,0.30009758472442627,0.381439745426178,0.36238181591033936,0.44007474184036255,0.4186478853225708
49,12.252227783203125,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.4527709484100342,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4484313130378723,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.0,0.4317880868911743,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,2.75,0.41491544246673584,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.4102860689163208,0.3074740767478943,0.3040953278541565,0.3659549653530121,0.38505247235298157,0.4317880868911743,0.4527709484100342
50,12.502273559570312,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.4800216853618622,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.45937517285346985,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.4271225035190582,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.4227820038795471,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,2.0,0.4153206944465637,0.3104477524757385,0.3446110486984253,0.3530656695365906,0.37008607387542725,0.3880236744880676,0.4800216853618622
51,12.752318382263184,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.45013636350631714,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4258393943309784,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.40172889828681946,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.0,0.3926277458667755,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,2.75,0.3908500671386719,0.2701933681964874,0.3406294584274292,0.339176207780838,0.36864641308784485,0.3926277458667755,0.45013636350631714
52,13.002364158630371,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.4529944658279419,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4273794889450073,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.3854430913925171,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,2.0,0.3835928440093994,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.377091646194458,0.29901179671287537,0.3374025225639343,0.32060834765434265,0.3510916829109192,0.3630203902721405,0.4529944658279419
53,13.252409934997559,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.5360519886016846,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.5203399658203125,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.46346256136894226,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,2.0,0.42195844650268555,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.42149993777275085,0.2501322627067566,0.36315304040908813,0.3481701612472534,0.27272480726242065,0.3610111176967621,0.5360519886016846
54,13.50245475769043,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.48920321464538574,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.4734603464603424,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4294675588607788,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,2.0,0.411020427942276,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.3801601529121399,0.2889629900455475,0.3399086594581604,0.3508588671684265,0.3015514612197876,0.36443740129470825,0.48920321464538574
55,13.752500534057617,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.47450506687164307,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.43958431482315063,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,2.0,0.4243752658367157,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.41145744919776917,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.36038219928741455,0.29759296774864197,0.3488238751888275,0.309201180934906,0.30010318756103516,0.3339785933494568,0.47450506687164307
56,14.002546310424805,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.4427204430103302,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.43619605898857117,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.4003562033176422,TSUKUYOMI,Create one continuous 4-second cinematic transition using th (1).mp4,2.5,0.3846629858016968,SETSUKA,Create one continuous cinematic 4-second transition using th.mp4,1.0,0.3821639120578766,0.31902047991752625,0.33726951479911804,0.3846629858016968,0.29458144307136536,0.3821639120578766,0.4427204430103302
57,14.252591133117676,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.44048357009887695,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.40346023440361023,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.0,0.36985909938812256,SETSUKA,Create one continuous cinematic 4-second transition using th.mp4,1.0,0.3642098307609558,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.75,0.36307334899902344,0.30115246772766113,0.313249409198761,0.34703367948532104,0.3083285391330719,0.3642098307609558,0.44048357009887695
58,14.502636909484863,PRE,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.5,0.47316774725914,MAGIC,Create one continuous 4-second cinematic ending transition s.mp4,1.25,0.43498533964157104,MAGIC,Create one continuous five-second repair shot for the look-b.mp4,1.25,0.4018942415714264,MAGIC,Create one continuous five-second repair shot for the look-b.mp4,1.0,0.39573410153388977,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,3.75,0.3925701677799225,0.2787476181983948,0.2563057839870453,0.3111632466316223,0.36487823724746704,0.35672181844711304,0.47316774725914
59,14.75268268585205,PRE,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.4404608905315399,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.4184490144252777,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.25,0.41643184423446655,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.0,0.40566369891166687,MOMIJI,Merge the two separate smoke bursts into one single continuo.mp4,1.0,0.3960556089878082,0.3018554151058197,0.2371930480003357,0.4404608905315399,0.3960556089878082,0.36105626821517944,0.41643184423446655
60,15.002727508544922,PRE,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,3.25,0.4176771640777588,MOMIJI,C2 _ one continuous four-second intimate take from the exact.mp4,1.5,0.3765338957309723,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.5,0.37319597601890564,SETSUKA,Single continuous five-second opening shot using the supplie.mp4,1.5,0.37033456563949585,MOMIJI,Merge the two separate smoke bursts into one single continuo.mp4,0.75,0.3644270896911621,0.23113690316677094,0.27909839153289795,0.3567499816417694,0.3765338957309723,0.4176771640777588,0.325213223695755
61,15.25277328491211,PRE,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,3.25,0.48158740997314453,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.5,0.4549896717071533,SETSUKA,Single continuous five-second opening shot using the supplie.mp4,1.5,0.4518110454082489,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.75,0.44542163610458374,SETSUKA,Single continuous five-second opening shot using the supplie.mp4,1.75,0.442912757396698,0.24163325130939484,0.2633763551712036,0.3649323582649231,0.3435153067111969,0.48158740997314453,0.33333760499954224
62,15.502819061279297,PRE,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,3.25,0.4250409007072449,SETSUKA,Create one continuous five-second palace-approach motion bet.mp4,1.0,0.41990232467651367,SETSUKA,Create one continuous five-second palace-approach motion bet.mp4,0.75,0.4192154109477997,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,3.75,0.4186892509460449,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,4.0,0.41784289479255676,0.1985100656747818,0.2209654152393341,0.34077760577201843,0.3132365643978119,0.4250409007072449,0.3651806712150574
63,15.752863883972168,PRE,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.0,0.4080434739589691,SETSUKA,Single continuous five-second opening shot using the supplie.mp4,1.0,0.39917969703674316,SETSUKA,Single continuous five-second opening shot using the supplie.mp4,1.75,0.3933328092098236,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.5,0.3930816948413849,SETSUKA,Use the supplied source clip as the exact motion base and pr.mp4,1.75,0.39210450649261475,0.1761675477027893,0.24577999114990234,0.30784472823143005,0.31173941493034363,0.4080434739589691,0.28694260120391846
64,16.00290870666504,PRE,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,0.5,0.37778449058532715,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,0.25,0.35972872376441956,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,0.75,0.34126245975494385,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,0.0,0.33238476514816284,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.3301984965801239,0.18928155303001404,0.2231616973876953,0.3301984965801239,0.3072437345981598,0.37778449058532715,0.3183622360229492
65,16.252954483032227,PRE,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.35114869475364685,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.3409632444381714,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.5,0.3387068510055542,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,2.75,0.33344992995262146,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.25,0.33285045623779297,0.18094028532505035,0.21657276153564453,0.35114869475364685,0.2675633728504181,0.33344992995262146,0.3387068510055542
66,16.503000259399414,PRE,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.25,0.43616798520088196,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.5,0.43162229657173157,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.75,0.41922545433044434,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.0,0.39823490381240845,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.391146719455719,0.26593995094299316,0.232092022895813,0.391146719455719,0.3287927508354187,0.38961294293403625,0.43616798520088196
67,16.7530460357666,PRE,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.5,0.4120851755142212,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.25,0.3985263407230377,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.75,0.37569063901901245,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.0,0.3608773946762085,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.0,0.34496521949768066,0.22104689478874207,0.21742500364780426,0.3137566149234772,0.3296974301338196,0.34496521949768066,0.4120851755142212
68,17.00309181213379,PRE,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.25,0.36989933252334595,MAGIC,One continuous five-second portrait shot from the supplied m.mp4,4.5,0.35447773337364197,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.0,0.34339597821235657,MAGIC,Single continuous five-second final architectural ending sho.mp4,0.5,0.3417642116546631,MAGIC,Single continuous five-second final architectural ending sho.mp4,0.25,0.3406287729740143,0.18511706590652466,0.17742210626602173,0.3069766163825989,0.30984383821487427,0.34339597821235657,0.36989933252334595
69,17.253137588500977,PRE,MAGIC,One continuous five-second opening shot_ The camera is compl.mp4,1.0,0.3906205892562866,MAGIC,One continuous five-second opening shot_ The camera is compl.mp4,0.75,0.3890793025493622,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.25,0.3870576024055481,SETSUKA,Create a seamless transition from the supplied snowy palace.mp4,3.5,0.3868982195854187,MAGIC,Single continuous five-second final architectural ending sho.mp4,0.0,0.3865983188152313,0.2529737651348114,0.2327127605676651,0.29731351137161255,0.33932164311408997,0.3870576024055481,0.3906205892562866
70,17.50318145751953,PRE,SAKURI,One continuous four-second repair shot between two adjacent.mp4,1.75,0.38359689712524414,SAKURI,One continuous four-second repair shot between two adjacent.mp4,2.0,0.3706664741039276,SETSUKA,Create one continuous cinematic 4-second transition using th.mp4,3.0,0.35634371638298035,SAKURI,Bridge 2B_ One continuous four-second transition between the.mp4,3.0,0.3493960201740265,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.0,0.34139764308929443,0.1427970826625824,0.38359689712524414,0.34139764308929443,0.2385077178478241,0.35634371638298035,0.23262083530426025
71,17.75322723388672,PRE,SAKURI,Bridge 2A_ Create one continuous four-second practical in-ca.mp4,3.25,0.344754695892334,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,0.25,0.29516416788101196,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,1.5,0.27486276626586914,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,1.0,0.25512683391571045,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,2.25,0.25191667675971985,0.1824578046798706,0.344754695892334,0.23165911436080933,0.23791168630123138,0.22166280448436737,0.18252867460250854
